Time,Rint_veg (W m-2),Rint_soil (W m-2),Rint_dir(W m-2),Rint_dif (W m-2),Tleaf_sunlit(C),Tleaf_shade(C),Tcanopy,Ep (l h-1),VPD (kPa),Pstem (kPa),Pleaf_sun (kPa),Pleaf_shade (kPa),Gc (mol m-2 s-1),Gs_sun (mol m-2 s-1),Gs_shade (mol m-2 s-1),Pn (micromol plant-1 s-1),Lp mean (kg m-2 s-1 kPa-1),totalFlux (kg m-2 s-1)
2019-06-26 19:00:00,0.0,0.0,0.0,0.0,31.52130292443014,31.52130292443014,31.52130292443014,0.24169442179470063,3.2535126641560974,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.49194087527593e-05
2019-06-26 20:00:00,0.0,0.0,0.0,0.0,29.929239782589143,29.929239782589143,29.929239782589143,0.22059115112603458,2.969435945025443,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.3616737723829294e-05
2019-06-26 21:00:00,0.0,0.0,0.0,0.0,28.7306284128243,28.7306284128243,28.7306284128243,0.2058355138283719,2.7708064009128446,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.2705895915331598e-05
2019-06-26 22:00:00,0.0,0.0,0.0,0.0,28.332164866526778,28.332164866526778,28.332164866526778,0.20111209161245797,2.707223162691956,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.2414326642744316e-05
2019-06-26 23:00:00,0.0,0.0,0.0,0.0,27.33029262221583,27.33029262221583,27.33029262221583,0.18429444916829182,2.4808364208422806,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.1376200565943942e-05
2019-06-27 00:00:00,0.0,0.0,0.0,0.0,26.334348326039702,26.334348326039702,26.334348326039702,0.1686634387984541,2.2704232478191146,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.0411323382620624e-05
2019-06-27 01:00:00,0.0,0.0,0.0,0.0,23.74124178554974,23.74124178554974,23.74124178554974,0.12476162669157236,1.679449320458607,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,7.701334980961255e-06
2019-06-27 02:00:00,0.0,0.0,0.0,0.0,24.342590595895807,24.342590595895807,24.342590595895807,0.1270677206780498,1.7104922627575059,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,7.843686461608012e-06
2019-06-27 03:00:00,0.0,0.0,0.0,0.0,23.945777032414032,23.945777032414032,23.945777032414032,0.11519432044121952,1.5506612755536124,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,7.110760521062933e-06
2019-06-27 04:00:00,0.0,0.0,0.0,0.0,21.95727638705434,21.95727638705434,21.95727638705434,0.09028438433369002,1.215342024131222,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,5.573110144054939e-06
2019-06-27 05:00:00,0.0,0.0,0.0,0.0,18.775399294464417,18.775399294464417,18.775399294464417,0.05154710766863491,0.6938892770267431,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,3.1819202264589448e-06
2019-06-27 06:00:00,0.0,0.0,0.0,0.0,19.577421319615013,19.577421319615013,19.577421319615013,0.047408918067132606,0.6381840101232187,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.9264764238970744e-06
